Title,Review
Terrific,Very GoodREAD MORE
Classy product,Best phone of Samsung under 20000READ MORE
Wonderful,Nice productsREAD MORE
Wonderful,Essential features like double click on the screen and auto brightness missingREAD MORE
Worth every penny,Best productREAD MORE
Good quality product,OkREAD MORE
Wonderful,"After I used 1.5 Years I write a review, what a brilliant phone like Battery, Camera, Flexibility fantastic.And also Flipkart Services Fantastic, Really Nice.READ MORE"
Highly recommended,good phone...READ MORE
Nice product,Good one I have using this since last 1year But there are some defects Sudden lose of signals(LTE 4G OPTION)Front camera is not working some timesSome touch issuesREAD MORE
Simply awesome,Very good  phoneREAD MORE
Delightful,AverageREAD MORE
Best in the market!,Awesome productREAD MORE
Absolute rubbish!,"Worthless, while my phone lost they denied to return  money,not a good response by customer careREAD MORE"
Terrific purchase,Good smartphoneREAD MORE
Awesome,Excellence is this....READ MORE
Great product,NiceREAD MORE
Excellent,i brought 1 year above really good battery and mobile. battery backup very goodREAD MORE
Could be way better,God qualityREAD MORE
Delightful,The product is good and satisfactory.READ MORE
Simply awesome,Nice mobileREAD MORE
Highly recommended,Very amazing i have been using it for almost 2years nowREAD MORE
Super!,Good productREAD MORE
Excellent,Very hood phone....i use it last 2 years...READ MORE
Awesome,OkREAD MORE
Wonderful,Very good mobile no 1 brand SamsungREAD MORE
Classy product,Nice productREAD MORE
Super!,BestREAD MORE
Nice product,Nice camara quality. Nice performance and display. Battery good. overall nice .thanks you... SAMSUNG & SAMSUNG TEAMREAD MORE
Delightful,Good but seems get hanged. I feel aftermarket or defective product have being sold on flip kart on discounted price.READ MORE
Really Nice,Nice phoneREAD MORE
Simply awesome,Good camera and battery performsREAD MORE
Mind-blowing purchase,NiceeeREAD MORE
Best in the market!,GoodREAD MORE
Horrible,Bad quality charger cableREAD MORE
Best in the market!,GoodREAD MORE
Nice,Phone is overall good.READ MORE
Bad quality,Battery drain very frequently...specially after force software updates by SamsungREAD MORE
Simply awesome,RecommendREAD MORE
Highly recommended,it's just awesomeREAD MORE
Pretty good,Very niceREAD MORE
Wonderful,Perfect for everyone daily lifeREAD MORE
Mind-blowing purchase,Very good product. Everybody go for this product.READ MORE
Great product,Very good mobile phoneREAD MORE
Worth every penny,"this phone is good battery is very good performance also is very good, i use this phone 1 year more no issue see everREAD MORE"
Fabulous!,Functioning well after 18 monthsREAD MORE
Perfect product!,Good and Budjet phoneREAD MORE
Nice product,NiceREAD MORE
Excellent,To goodREAD MORE
Good quality product,GoodREAD MORE
Value-for-money,Very good ProductREAD MORE
Fabulous!,I'm done! No need to go for others. Lovely phone ever. My all time favourite phone. Perfect!????READ MORE
Not good,"mobile  ok. but the mobile  protection is harassing , when we clime for service  their response  is irritating..READ MORE"
Don't waste your money,Don't buy Samsung phonesREAD MORE
Highly recommended,Good mobileREAD MORE
Just wow!,v good productREAD MORE
Very Good,BestREAD MORE
Terrific,GoodREAD MORE
Fabulous!,AwesoneREAD MORE
Great product,superREAD MORE
Terrific purchase,BestREAD MORE
Not recommended at all,Camera not openingREAD MORE
Brilliant,Nice SarvishREAD MORE
Does the job,Fine ??READ MORE
Good,goodREAD MORE
Terrible product,on 8 is a worst  product in Samsung mobilesREAD MORE
Super!,goodREAD MORE
Moderate,SuperbREAD MORE
Waste of money!,Bad productREAD MORE
Waste of money!,Samsung Galaxy on8...im using this for 1year but at stage after 3 months performance downwardsREAD MORE
Very Good,NiceREAD MORE
Good quality product,Osm featuresREAD MORE
Classy product,goodREAD MORE
Must buy!,Away someREAD MORE
Best in the market!,nice mobiles and good camera and Display no good is SamsungREAD MORE
Simply awesome,very niceREAD MORE
Don't waste your money,"bad charging , it take too long time to charge from day 1.READ MORE"
Moderate,Worst battery backupREAD MORE
Best in the market!,Jabrjast look....READ MORE
Not good,after 1.2 year mobile mother borad problemREAD MORE
Great product,niceREAD MORE
Awesome,so goodREAD MORE
Classy product,good phoneREAD MORE
Brilliant,ITs superbBut I haven’t got the coins Plz fix thisREAD MORE
Best in the market!,niceREAD MORE
Perfect product!,very goodREAD MORE
Worth every penny,very nice mobileREAD MORE
Does the job,Not interstREAD MORE
Fair,Not up to expectationsREAD MORE
Good choice,everything good except baterry backupREAD MORE
Good choice,AwesomeREAD MORE
Terrific purchase,nice pieceREAD MORE
Just okay,goodREAD MORE
Worst experience ever!,This phone worked fine for exactly one year and stopped working/responding now. Purchased on 11th Dec 2018 and stopped working on 14th Dec 2019.READ MORE
Terrific purchase,"it's been 8 months since I bought this , it's working really  goodREAD MORE"
Classy product,GoodREAD MORE
Worth every penny,very goodREAD MORE
Waste of money!,Proses system slowREAD MORE
Wonderful,bestest smartphone in this budgettREAD MORE
Nice,after usage of one year still this phone performing very smooth.if u r finding a long lasting phone u can go with itREAD MORE
Brilliant,"After 11 months of purchase,its not reading the sim card.READ MORE"
Must buy!,such a good phone with amazing place picture quality...must buyREAD MORE
Does the job,OkREAD MORE
Perfect product!,Super mobileREAD MORE
Terrific purchase,Very excellent ProductREAD MORE
Worth every penny,goodREAD MORE
Highly recommended,"Good product, worthfull moneyREAD MORE"
Awesome,Very niceREAD MORE
Terrific purchase,goodREAD MORE
Awesome,"Nice Mobile,value for moneyREAD MORE"
Bad quality,it's hanging  after 6 months useREAD MORE
Terrific,NiceREAD MORE
Perfect product!,very good fon no hangh withought memory love itREAD MORE
Worth every penny,budget mobileREAD MORE
Worth every penny,excellent this mobile phREAD MORE
Expected a better product,after 10 months use I would like to share that the phone battery does not last even 4 hours.READ MORE
Horrible,Not good. Mainly signal issue & mobile charging. It take lot of time full charge up 4hrs. Iam un satisfied withbmy mobileREAD MORE
Worth the money,It is good in almost every aspects. But it  hangs sometime.READ MORE
Mind-blowing purchase,super phoneREAD MORE
Must buy!,GoodREAD MORE
Fabulous!,niceREAD MORE
Super!,good productREAD MORE
Worth the money,"After one year of use the phone, The battery is getting a little poor but everything is perfect.READ MORE"
Best in the market!,excellentREAD MORE
Simply awesome,very good productREAD MORE
Awesome,nice phoneREAD MORE
Good quality product,SuperREAD MORE
Simply awesome,niceREAD MORE
Fabulous!,Camera ??READ MORE
Wonderful,I love itREAD MORE
Delightful,camera not tat good compared to other mobiles. battery backup is too goodREAD MORE
Just wow!,Nice phoneREAD MORE
Excellent,Good performance Good camera  Good  battery Very nyz phoneREAD MORE
Nice,SCREEN GLASS QUALITY IS BADREAD MORE
Simply awesome,ok nice...READ MORE
Good choice,NiceREAD MORE
Fabulous!,excellent mobile as am happy after 1year 2months alsoREAD MORE
Super!,excellentREAD MORE
Nice product,gud value of money. Gud battery backupREAD MORE
Best in the market!,excellent phoneREAD MORE
Could be way better,With same rate so many wonderful mobiles available in same company and other company also.READ MORE
Wonderful,Excellent ..READ MORE
Fair,"Camera is not better 2 time change camera, battery is not better ,touch problemREAD MORE"
Delightful,gud mobileREAD MORE
Wonderful,nice phone no issue till nowREAD MORE
Classy product,Good productREAD MORE
Worth every penny,Super... Good Performance.READ MORE
Simply awesome,niceREAD MORE
Very poor,worst phoneREAD MORE
Simply awesome,"Overall happy with the product.1. Battery backup is really good. It almost takes one and a half day to charge it again. Fast charging as well.2. Display's look and feel is good as well.3. Rear camera doesn't seems like a 48mp though best when in day light.4. Video quality is really good I must say.5. Shiny back look, which people who like Matt finsh may not like.READ MORE"
Fabulous!,"The product is not flawless but still it is better and also it is not Chinese. I have been, from my side, doing everything to boycott Chinese products.The camera is not nice and the phone heats while charging.The delivery man was wonderful and was really kind. The product also reached on time. One of the best services by the delivery man. Thanks.READ MORE"
Best in the market!,"Excellent mobile from Samsung?? at this price piont.Just go for it if you are looking at this range. Better than the Chinese Phones.Pros:??1.Good Camera: Comes with 48MP main lens, 8 MP Ultra Wide lens, 2MP Macro lens and 2MP Depth Sensor.??2. Battery Life: Has 5000mah battery. Even after a heavy usage on WiFi, Games and social media it will easily last for a whole day.????3. Overall build quality and feel: Comes with a Glastic back and feels premium. Even  one hand usage is comfortabl...READ MORE"
Worth every penny,Samsung Galaxy A21s is absolutely right choice and this phone is mind-blowing phone fully loaded future then phone quality is absolutely good quality and this mobile pis is very fine touch is very quietly good.Thanks samsung galaxy. #samsung#samsunggalaxy#samsunggalaxyA21sREAD MORE
